# energy grid [eV]  eels components [arbitrary units]
#
    0.000000000    0.000000000    0.000000000    0.000000000
    0.015015015    0.000000617    0.000000616    0.000000122
    0.030030030    0.000001233    0.000001231    0.000000244
    0.045045045    0.000001850    0.000001847    0.000000366
    0.060060060    0.000002467    0.000002463    0.000000487
    0.075075075    0.000003084    0.000003079    0.000000609
    0.090090090    0.000003702    0.000003696    0.000000731
    0.105105105    0.000004320    0.000004313    0.000000853
    0.120120120    0.000004938    0.000004930    0.000000975
    0.135135135    0.000005557    0.000005548    0.000001097
    0.150150150    0.000006176    0.000006166    0.000001219
    0.165165165    0.000006796    0.000006785    0.000001341
    0.180180180    0.000007417    0.000007405    0.000001463
    0.195195195    0.000008038    0.000008025    0.000001585
    0.210210210    0.000008661    0.000008646    0.000001707
    0.225225225    0.000009284    0.000009268    0.000001830
    0.240240240    0.000009908    0.000009891    0.000001952
    0.255255255    0.000010533    0.000010515    0.000002074
    0.270270270    0.000011159    0.000011141    0.000002197
    0.285285285    0.000011786    0.000011767    0.000002319
    0.300300300    0.000012415    0.000012394    0.000002442
    0.315315315    0.000013044    0.000013023    0.000002564
    0.330330330    0.000013675    0.000013653    0.000002687
    0.345345345    0.000014308    0.000014284    0.000002810
    0.360360360    0.000014942    0.000014917    0.000002933
    0.375375375    0.000015577    0.000015551    0.000003056
    0.390390390    0.000016214    0.000016187    0.000003179
    0.405405405    0.000016853    0.000016825    0.000003302
    0.420420420    0.000017493    0.000017464    0.000003425
    0.435435435    0.000018135    0.000018105    0.000003549
    0.450450450    0.000018779    0.000018748    0.000003672
    0.465465465    0.000019425    0.000019393    0.000003796
    0.480480480    0.000020073    0.000020040    0.000003920
    0.495495495    0.000020723    0.000020689    0.000004044
    0.510510511    0.000021375    0.000021340    0.000004167
    0.525525526    0.000022029    0.000021993    0.000004292
    0.540540541    0.000022686    0.000022648    0.000004416
    0.555555556    0.000023345    0.000023306    0.000004540
    0.570570571    0.000024006    0.000023967    0.000004665
    0.585585586    0.000024670    0.000024629    0.000004790
    0.600600601    0.000025336    0.000025295    0.000004914
    0.615615616    0.000026005    0.000025963    0.000005039
    0.630630631    0.000026677    0.000026633    0.000005165
    0.645645646    0.000027351    0.000027307    0.000005290
    0.660660661    0.000028029    0.000027983    0.000005415
    0.675675676    0.000028709    0.000028663    0.000005541
    0.690690691    0.000029393    0.000029345    0.000005667
    0.705705706    0.000030079    0.000030030    0.000005793
    0.720720721    0.000030769    0.000030719    0.000005919
    0.735735736    0.000031462    0.000031411    0.000006046
    0.750750751    0.000032158    0.000032106    0.000006172
    0.765765766    0.000032858    0.000032805    0.000006299
    0.780780781    0.000033561    0.000033507    0.000006426
    0.795795796    0.000034268    0.000034213    0.000006553
    0.810810811    0.000034978    0.000034922    0.000006681
    0.825825826    0.000035693    0.000035636    0.000006808
    0.840840841    0.000036411    0.000036353    0.000006936
    0.855855856    0.000037133    0.000037074    0.000007064
    0.870870871    0.000037859    0.000037799    0.000007192
    0.885885886    0.000038589    0.000038528    0.000007321
    0.900900901    0.000039324    0.000039262    0.000007450
    0.915915916    0.000040063    0.000039999    0.000007579
    0.930930931    0.000040806    0.000040742    0.000007708
    0.945945946    0.000041554    0.000041488    0.000007837
